T          	Er(t)      	Ephi(t)    	Ez(t)      	Hr(t)      	Hphi(t)    	Hz(t)      	Jr(t)      	Jphi(t)    	Jz(t)      
2.1792     	2.37987e-010	1.01998e-009	0          	0          	0          	8.8317e-010	-0.0283856 	0.0750394  	0          	
2.1888     	2.40799e-010	1.02454e-009	0          	0          	0          	8.86103e-010	-0.0289587 	0.0760342  	0          	
2.1984     	2.43621e-010	1.02901e-009	0          	0          	0          	8.88947e-010	-0.02952   	0.0770163  	0          	
2.208      	2.46452e-010	1.0334e-009	0          	0          	0          	8.91702e-010	-0.0300697 	0.0779861  	0          	
2.2176     	2.49292e-010	1.0377e-009	0          	0          	0          	8.94365e-010	-0.0306078 	0.0789436  	0          	
2.2272     	2.5214e-010	1.04192e-009	0          	0          	0          	8.96938e-010	-0.0311345 	0.0798889  	0          	
2.2368     	2.54997e-010	1.04605e-009	0          	0          	0          	8.99419e-010	-0.0316498 	0.0808216  	0          	
2.2464     	2.57861e-010	1.0501e-009	0          	0          	0          	9.01807e-010	-0.0321538 	0.0817413  	0          	
2.256      	2.60733e-010	1.05406e-009	0          	0          	0          	9.04103e-010	-0.0326466 	0.0826477  	0          	
2.2656     	2.63613e-010	1.05794e-009	0          	0          	0          	9.06305e-010	-0.0331284 	0.0835406  	0          	
2.2752     	2.66499e-010	1.06172e-009	0          	0          	0          	9.08413e-010	-0.0335992 	0.0844201  	0          	
2.2848     	2.69392e-010	1.06542e-009	0          	0          	0          	9.10426e-010	-0.0340591 	0.0852865  	0          	
2.2944     	2.72291e-010	1.06903e-009	0          	0          	0          	9.12344e-010	-0.0345082 	0.0861401  	0          	
